G,Date,,,,,Opponent,,,Tm,Opp,W,L,Starting Lineup
47,2024-01-29,,,Box Score,,New Orleans Pelicans,W,,118,112,36,11,J. Brown · J. Holiday · A. Horford · J. Tatum · D. White
48,2024-01-30,,,Box Score,,Indiana Pacers,W,,129,124,37,11,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
49,2024-02-01,,,Box Score,,Los Angeles Lakers,L,,105,114,37,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
50,2024-02-04,,,Box Score,,Memphis Grizzlies,W,,131,91,38,12,J. Holiday · A. Horford · K. Porziņģis · J. Tatum · D. White
51,2024-02-07,,,Box Score,,Atlanta Hawks,W,,125,117,39,12,J. Brown · A. Horford · K. Porziņģis · J. Tatum · D. White
52,2024-02-09,,,Box Score,,Washington Wizards,W,,133,129,40,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
53,2024-02-11,,,Box Score,@,Miami Heat,W,,110,106,41,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
54,2024-02-13,,,Box Score,@,Brooklyn Nets,W,,118,110,42,12,J. Brown · J. Holiday · A. Horford · J. Tatum · D. White
55,2024-02-14,,,Box Score,,Brooklyn Nets,W,,136,86,43,12,S. Hauser · J. Holiday · K. Porziņģis · J. Tatum · D. White
56,2024-02-22,,,Box Score,@,Chicago Bulls,W,,129,112,44,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
57,2024-02-24,,,Box Score,@,New York Knicks,W,,116,102,45,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
58,2024-02-27,,,Box Score,,Philadelphia 76ers,W,,117,99,46,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
59,2024-03-01,,,Box Score,,Dallas Mavericks,W,,138,110,47,12,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
60,2024-03-03,,,Box Score,,Golden State Warriors,W,,140,88,48,12,J. Brown · J. Holiday · A. Horford · J. Tatum · D. White
61,2024-03-05,,,Box Score,@,Cleveland Cavaliers,L,,104,105,48,13,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
62,2024-03-07,,,Box Score,@,Denver Nuggets,L,,109,115,48,14,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
63,2024-03-09,,,Box Score,@,Phoenix Suns,W,,117,107,49,14,J. Brown · J. Holiday · A. Horford · J. Tatum · D. White
64,2024-03-11,,,Box Score,@,Portland Trail Blazers,W,,121,99,50,14,J. Brown · A. Horford · P. Pritchard · J. Tatum · D. White
65,2024-03-12,,,Box Score,@,Utah Jazz,W,,123,107,51,14,S. Hauser · J. Holiday · L. Kornet · J. Tatum · D. White
66,2024-03-14,,,Box Score,,Phoenix Suns,W,,127,112,52,14,J. Brown · J. Holiday · A. Horford · J. Tatum · D. White
67,2024-03-17,,,Box Score,@,Washington Wizards,W,,130,104,53,14,O. Brissett · S. Hauser · J. Holiday · A. Horford · J. Tatum
68,2024-03-18,,,Box Score,,Detroit Pistons,W,,119,94,54,14,J. Brown · L. Kornet · K. Porziņģis · P. Pritchard · D. White
69,2024-03-20,,,Box Score,,Milwaukee Bucks,W,,122,119,55,14,J. Brown · A. Horford · K. Porziņģis · J. Tatum · D. White
70,2024-03-22,,,Box Score,@,Detroit Pistons,W,,129,102,56,14,J. Brown · K. Porziņģis · P. Pritchard · X. Tillman · D. White
71,2024-03-23,,,Box Score,@,Chicago Bulls,W,,124,113,57,14,S. Hauser · A. Horford · L. Kornet · J. Tatum · D. White
72,2024-03-25,,,Box Score,@,Atlanta Hawks,L,,118,120,57,15,J. Brown · S. Hauser · A. Horford · K. Porziņģis · J. Tatum
73,2024-03-28,,,Box Score,@,Atlanta Hawks,L,OT,122,123,57,16,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
74,2024-03-30,,,Box Score,@,New Orleans Pelicans,W,,104,92,58,16,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
75,2024-04-01,,,Box Score,@,Charlotte Hornets,W,,118,104,59,16,J. Holiday · A. Horford · K. Porziņģis · J. Tatum · D. White
76,2024-04-03,,,Box Score,,Oklahoma City Thunder,W,,135,100,60,16,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
77,2024-04-05,,,Box Score,,Sacramento Kings,W,,101,100,61,16,S. Hauser · J. Holiday · A. Horford · K. Porziņģis · J. Tatum
78,2024-04-07,,,Box Score,,Portland Trail Blazers,W,,124,107,62,16,J. Brown · J. Holiday · A. Horford · K. Porziņģis · D. White
79,2024-04-09,,,Box Score,@,Milwaukee Bucks,L,,91,104,62,17,J. Brown · J. Holiday · J. Tatum · X. Tillman · D. White
80,2024-04-11,,,Box Score,,New York Knicks,L,,109,118,62,18,J. Brown · J. Holiday · K. Porziņģis · J. Tatum · D. White
81,2024-04-12,,,Box Score,,Charlotte Hornets,W,,131,98,63,18,S. Hauser · L. Kornet · S. Mykhailiuk · P. Pritchard · J. Springer
82,2024-04-14,,,Box Score,,Washington Wizards,W,,132,122,64,18,S. Hauser · L. Kornet · S. Mykhailiuk · P. Pritchard · J. Walsh
