Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Fri Apr 7 2023,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,Box Score,,18010,2:01,Fiserv Forum,
Fri Apr 7 2023,8:00p,New York Knicks,105,New Orleans Pelicans,113,Box Score,,18656,2:08,Smoothie King Center,
Fri Apr 7 2023,8:30p,Chicago Bulls,115,Dallas Mavericks,112,Box Score,,20313,2:01,American Airlines Center,
Fri Apr 7 2023,10:00p,Golden State Warriors,119,Sacramento Kings,97,Box Score,,18253,2:14,Golden 1 Center,
Fri Apr 7 2023,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,Box Score,,18997,1:59,Crypto.com Arena,
Sat Apr 8 2023,3:30p,Denver Nuggets,114,Utah Jazz,118,Box Score,,18206,2:16,Vivint Arena,
Sat Apr 8 2023,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,Box Score,,19068,2:03,Crypto.com Arena,
Sat Apr 8 2023,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,Box Score,,16148,2:06,Moody Center,
Sun Apr 9 2023,1:00p,Atlanta Hawks,114,Boston Celtics,120,Box Score,,19156,1:59,TD Garden,
Sun Apr 9 2023,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,Box Score,,17732,2:06,Barclays Center,
Sun Apr 9 2023,1:00p,Detroit Pistons,81,Chicago Bulls,103,Box Score,,21530,2:04,United Center,
Sun Apr 9 2023,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,Box Score,,19432,2:01,Rocket Mortgage Fieldhouse,
Sun Apr 9 2023,1:00p,Orlando Magic,110,Miami Heat,123,Box Score,,19894,2:11,Kaseya Center,
Sun Apr 9 2023,1:00p,Indiana Pacers,141,New York Knicks,136,Box Score,,19812,2:26,Madison Square Garden (IV),
Sun Apr 9 2023,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,Box Score,,19800,1:56,Scotiabank Arena,
Sun Apr 9 2023,1:00p,Houston Rockets,114,Washington Wizards,109,Box Score,,15233,2:05,Capital One Arena,
Sun Apr 9 2023,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,Box Score,,20141,1:54,American Airlines Center,
Sun Apr 9 2023,3:30p,Sacramento Kings,95,Denver Nuggets,109,Box Score,,19652,2:02,Ball Arena,
Sun Apr 9 2023,3:30p,Utah Jazz,117,Los Angeles Lakers,128,Box Score,,18997,2:02,Crypto.com Arena,
Sun Apr 9 2023,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,Box Score,,18978,2:28,Target Center,
Sun Apr 9 2023,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,Box Score,,16601,1:56,Paycom Center,
Sun Apr 9 2023,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,Box Score,,17071,2:16,Footprint Center,
Sun Apr 9 2023,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,Box Score,,19731,1:57,Moda Center,
