Month,Day,Away,Away_Pts,Home,Home_Pts,Game_Outcome
Nov,1,SAS,118,IND,131,Home
Nov,1,POR,103,PHI,113,Home
Nov,1,WAS,111,ATL,118,Home
Nov,1,CHI,128,BOS,114,Away
Nov,1,TOR,113,NYK,104,Away
Nov,1,DEN,97,MEM,106,Home
Nov,1,ORL,115,MIN,97,Away
Nov,1,OKC,94,LAC,99,Home
Nov,2,MIL,117,DET,89,Away
Nov,2,MIA,125,DAL,110,Away
Nov,2,SAC,113,UTA,119,Home
Nov,2,NOP,100,PHO,112,Home
Nov,2,HOU,117,LAL,119,Home
Nov,3,POR,104,CLE,107,Home
Nov,3,NYK,98,IND,111,Home
Nov,3,BOS,92,ORL,79,Away
Nov,3,CHI,98,PHI,103,Home
Nov,3,TOR,109,WAS,100,Away
Nov,3,ATL,108,BRK,117,Home
Nov,3,DEN,106,MEM,108,Home
Nov,3,LAC,126,MIN,115,Away
Nov,3,DAL,109,SAS,108,Away
Nov,3,CHO,92,GSW,114,Home
Nov,3,NOP,99,SAC,112,Home
Nov,4,PHI,109,DET,98,Away
Nov,4,UTA,116,ATL,98,Away
Nov,4,BOS,95,MIA,78,Away
Nov,4,HOU,111,PHO,123,Home
Nov,4,OKC,107,LAL,104,Away
Nov,5,BRK,96,DET,90,Away
Nov,5,SAS,102,ORL,89,Away
Nov,5,MEM,87,WAS,115,Home
Nov,5,NYK,113,MIL,98,Away
Nov,5,CLE,102,TOR,101,Away
Nov,5,LAC,104,MIN,84,Away
Nov,5,NOP,85,GSW,126,Home
Nov,5,IND,106,POR,110,Home
Nov,5,CHO,110,SAC,140,Home
Nov,6,HOU,94,DEN,95,Home
Nov,6,UTA,115,MIA,118,Home
Nov,6,PHI,114,CHI,105,Away
Nov,6,BOS,104,DAL,107,Home
Nov,6,ATL,117,PHO,121,Home
Nov,6,LAL,90,POR,105,Home
Nov,7,BRK,116,TOR,103,Away
Nov,7,CLE,126,NYK,109,Away
Nov,7,UTA,100,ORL,107,Home
Nov,7,IND,94,SAC,91,Away
Nov,7,MIL,94,WAS,101,Home
Nov,7,SAS,94,OKC,99,Home
Nov,7,HOU,107,GSW,120,Home
Nov,7,CHO,106,LAC,120,Home
Nov,8,NYK,103,PHI,96,Away
Nov,8,BRK,95,CHI,118,Home
Nov,8,MIN,118,MEM,125,Home
Nov,8,NOP,92,DAL,108,Home
Nov,8,MIA,96,DEN,113,Home
Nov,8,ATL,113,GSW,127,Home
Nov,8,PHO,109,SAC,104,Away
Nov,8,CHO,123,LAL,126,Home
Nov,9,MIL,118,PHI,109,Away
Nov,9,ATL,98,UTA,110,Home
Nov,9,POR,109,LAC,117,Home
Nov,10,WAS,97,CLE,94,Away
Nov,10,BRK,123,ORL,90,Away
Nov,10,TOR,88,BOS,104,Home
Nov,10,DET,112,HOU,104,Away
Nov,10,MIL,112,NYK,100,Away
Nov,10,DAL,107,CHI,117,Home
Nov,10,CHO,118,MEM,108,Away
Nov,10,OKC,108,NOP,100,Away
Nov,10,SAC,117,SAS,136,Home
Nov,10,IND,98,DEN,101,Home
Nov,10,POR,109,PHO,119,Home
Nov,10,MIN,110,GSW,123,Home
Nov,10,MIA,117,LAL,120,Home
Nov,11,TOR,115,PHI,109,Away
Nov,11,IND,111,UTA,100,Away
Nov,11,MIA,109,LAC,112,Home
Nov,12,NYK,96,CHO,104,Home
Nov,12,MIL,113,BOS,122,Home
Nov,12,DET,78,CLE,98,Home
Nov,12,POR,104,HOU,92,Away
Nov,12,PHO,119,MEM,94,Away
Nov,12,BRK,120,NOP,112,Away
Nov,12,SAC,103,OKC,105,Home
Nov,12,DAL,123,SAS,109,Away
Nov,12,ATL,96,DEN,105,Home
Nov,12,CHI,93,GSW,119,Home
Nov,12,MIN,107,LAL,83,Away
Nov,13,MIA,111,UTA,105,Away
Nov,13,PHI,113,IND,118,Home
Nov,13,MEM,101,NOP,112,Home
Nov,13,WAS,104,ORL,92,Away
Nov,13,DET,127,TOR,121,Away
Nov,13,BOS,89,CLE,91,Home
Nov,13,MIN,102,LAC,129,Home
Nov,14,SAS,106,LAL,114,Home
Nov,14,MIL,100,ATL,120,Home
Nov,14,GSW,102,CHO,106,Home
Nov,14,PHO,115,HOU,89,Away
Nov,14,BRK,120,OKC,96,Away
Nov,14,POR,95,DEN,124,Home
Nov,14,CHI,100,LAC,90,Away
Nov,15,BOS,98,CLE,92,Away
Nov,15,SAC,129,DET,107,Away
Nov,15,NOP,100,WAS,105,Home
Nov,15,ORL,111,ATL,129,Home
Nov,15,IND,84,NYK,92,Home
Nov,15,DEN,101,DAL,111,Home
Nov,15,HOU,102,MEM,136,Home
Nov,15,PHO,99,MIN,96,Away
Nov,15,MIA,103,OKC,90,Away
Nov,15,TOR,113,POR,118,Home
Nov,15,CHI,121,LAL,103,Away
Nov,16,GSW,117,BRK,99,Away
Nov,16,PHI,85,UTA,120,Home
Nov,16,SAS,92,LAC,106,Home
Nov,17,WAS,87,CHO,97,Home
Nov,17,IND,89,DET,97,Home
Nov,17,BOS,99,ATL,110,Home
Nov,17,CLE,99,BRK,109,Home
Nov,17,NOP,98,MIA,113,Home
Nov,17,LAL,102,MIL,109,Home
Nov,17,ORL,104,NYK,98,Away
Nov,17,SAC,97,MIN,107,Home
Nov,17,HOU,89,OKC,101,Home
Nov,17,DAL,98,PHO,105,Home
Nov,17,CHI,107,POR,112,Home
Nov,18,GSW,104,CLE,89,Away
Nov,18,WAS,97,MIA,112,Home
Nov,18,LAC,108,MEM,120,Home
Nov,18,SAS,90,MIN,115,Home
Nov,18,PHI,103,DEN,89,Away
Nov,18,TOR,103,UTA,119,Home
Nov,19,IND,118,CHO,121,Home
Nov,19,GSW,105,DET,102,Away
Nov,19,LAL,108,BOS,130,Home
Nov,19,ORL,113,BRK,115,Home
Nov,19,OKC,89,MIL,96,Home
Nov,19,LAC,81,NOP,94,Home
Nov,19,CHI,114,DEN,108,Away
Nov,19,DAL,104,PHO,112,Home
Nov,19,TOR,108,SAC,89,Away
Nov,20,HOU,99,NYK,106,Home
Nov,20,NOP,94,IND,111,Home
Nov,20,MIA,100,WAS,103,Home
Nov,20,CHO,105,ATL,115,Home
Nov,20,OKC,105,BOS,111,Home
Nov,20,ORL,108,MIL,117,Home
Nov,20,MEM,95,MIN,138,Home
Nov,20,PHI,111,POR,118,Home
Nov,20,UTA,123,SAC,105,Away
Nov,21,DAL,91,LAC,97,Home
Nov,21,LAL,121,DET,116,Away
Nov,21,NYK,103,CHI,109,Home
Nov,21,DEN,97,PHO,126,Home
Nov,21,TOR,104,GSW,119,Home
Nov,22,BRK,117,CLE,112,Away
Nov,22,CHO,109,WAS,103,Away
Nov,22,OKC,101,ATL,113,Home
Nov,22,HOU,90,BOS,108,Home
Nov,22,IND,109,CHI,77,Away
Nov,22,ORL,92,MIL,123,Home
Nov,22,MIN,110,NOP,96,Away
Nov,22,PHO,115,SAS,111,Away
Nov,22,MEM,119,UTA,118,Away
Nov,22,PHI,102,SAC,94,Away
Nov,23,MIA,100,DET,92,Away
Nov,23,LAL,100,NYK,106,Home
Nov,23,DEN,100,POR,119,Home
Nov,23,DAL,112,LAC,104,Away
Nov,24,PHO,120,CLE,115,Away
Nov,24,LAL,124,IND,116,Away
Nov,24,CHO,106,ORL,99,Away
Nov,24,BRK,123,BOS,104,Away
Nov,24,CHI,113,HOU,118,Home
Nov,24,TOR,126,MEM,113,Away
Nov,24,DET,93,MIL,114,Home
Nov,24,MIA,101,MIN,113,Home
Nov,24,WAS,102,NOP,127,Home
Nov,24,UTA,110,OKC,104,Away
Nov,24,ATL,124,SAS,106,Away
Nov,24,PHI,96,GSW,116,Home
Nov,24,POR,121,SAC,125,Home
Nov,26,DET,96,LAC,107,Home
Nov,26,MIN,115,CHO,133,Home
Nov,26,PHO,118,NYK,97,Away
Nov,26,CHI,123,ORL,88,Away
Nov,26,TOR,97,IND,114,Home
Nov,26,ATL,132,MEM,100,Away
Nov,26,WAS,101,OKC,99,Away
Nov,26,BOS,88,SAS,96,Home
Nov,26,MIL,120,DEN,109,Away
Nov,26,NOP,98,UTA,97,Away
Nov,26,POR,103,GSW,118,Home
Nov,26,SAC,141,LAL,137,Away
Nov,27,MIN,121,PHI,120,Away
Nov,27,NYK,99,ATL,90,Away
Nov,27,PHO,113,BRK,107,Away
Nov,27,MIA,107,CHI,104,Away
Nov,27,ORL,92,CLE,105,Home
Nov,27,CHO,143,HOU,146,Home
Nov,27,WAS,120,DAL,114,Away
Nov,27,NOP,105,UTA,127,Home
Nov,28,GSW,105,LAC,90,Away
Nov,28,MIL,118,IND,100,Away
Nov,28,SAC,101,MEM,128,Home
Nov,28,BOS,109,TOR,97,Away
Nov,28,DET,106,LAL,110,Home
Nov,29,ORL,96,PHI,101,Home
Nov,29,DEN,120,MIA,111,Away
Nov,29,CHO,119,CHI,133,Home
Nov,29,OKC,89,HOU,102,Home
Nov,29,IND,98,MIN,100,Home
Nov,29,CLE,114,DAL,96,Away
Nov,29,WAS,99,SAS,116,Home
Nov,29,POR,107,UTA,129,Home
Nov,29,NOP,123,LAC,104,Away
Nov,30,NYK,110,BRK,112,Home
Nov,30,MEM,98,TOR,91,Away
Nov,30,GSW,96,PHO,104,Home
Nov,30,DET,92,POR,110,Home
Nov,30,LAL,117,SAC,92,Away
Dec,1,ATL,114,IND,111,Away
Dec,1,DEN,103,ORL,108,Home
Dec,1,MIN,107,WAS,115,Home
Dec,1,PHI,87,BOS,88,Home
Dec,1,CLE,111,MIA,85,Away
Dec,1,CHO,125,MIL,127,Home
Dec,1,DAL,139,NOP,107,Away
Dec,1,HOU,114,OKC,110,Away
Dec,1,SAC,124,LAC,115,Away
Dec,2,CHI,119,NYK,115,Away
Dec,2,MIL,93,TOR,97,Home
Dec,2,OKC,79,MEM,152,Home
Dec,2,DET,103,PHO,114,Home
Dec,2,SAS,114,POR,83,Away
Dec,3,MIA,113,IND,104,Away
Dec,3,CLE,116,WAS,101,Away
Dec,3,PHI,98,ATL,96,Away
Dec,3,MIN,105,BRK,110,Home
Dec,3,ORL,116,HOU,118,Home
Dec,3,NOP,107,DAL,91,Away
Dec,3,BOS,130,UTA,137,Home
Dec,3,PHO,96,GSW,118,Home
Dec,3,LAC,119,LAL,115,Away
Dec,4,DEN,113,NYK,99,Away
Dec,4,CHI,111,BRK,107,Away
Dec,4,MIA,102,MIL,124,Home
Dec,4,MEM,97,DAL,90,Away
Dec,4,SAS,112,GSW,107,Away
Dec,4,BOS,145,POR,117,Away
Dec,4,LAC,99,SAC,104,Home
Dec,5,UTA,109,CLE,108,Away
Dec,5,CHO,130,ATL,127,Away
Dec,5,WAS,90,TOR,102,Home
Dec,5,NOP,108,HOU,118,Home
Dec,6,PHI,127,CHO,124,Away
Dec,6,OKC,114,DET,103,Away
Dec,6,WAS,110,IND,116,Home
Dec,6,MEM,105,MIA,90,Away
Dec,6,DEN,97,CHI,109,Home
Dec,6,CLE,104,MIL,112,Home
Dec,6,ATL,121,MIN,110,Away
Dec,6,SAS,104,PHO,108,Home
Dec,6,ORL,95,GSW,126,Home
Dec,6,LAC,102,POR,90,Away
Dec,7,BRK,102,DAL,99,Away
Dec,7,NYK,121,SAS,109,Away
Dec,7,BOS,102,LAL,117,Home
Dec,8,PHI,110,CHO,106,Away
Dec,8,CHI,92,CLE,115,Home
Dec,8,WAS,119,DET,116,Away
Dec,8,NYK,102,IND,122,Home
Dec,8,MIL,104,MIA,113,Home
Dec,8,OKC,110,TOR,109,Away
Dec,8,BRK,104,HOU,114,Home
Dec,8,DAL,104,MEM,96,Away
Dec,8,UTA,136,MIN,104,Away
Dec,8,DEN,120,NOP,114,Away
Dec,8,POR,94,GSW,104,Home
Dec,8,ORL,130,SAC,142,Home
Dec,8,BOS,111,LAC,114,Home
Dec,9,UTA,118,PHI,96,Away
Dec,9,LAL,95,MEM,108,Home
Dec,9,DEN,111,SAS,123,Home
Dec,10,SAC,123,CHO,124,Home
Dec,10,DAL,93,IND,106,Home
Dec,10,BRK,113,ATL,105,Away
Dec,10,NYK,87,TOR,90,Home
Dec,10,MIL,123,HOU,114,Away
Dec,10,CLE,123,MIN,106,Away
Dec,10,DET,93,NOP,109,Home
Dec,10,LAL,116,OKC,95,Away
Dec,10,BOS,90,PHO,111,Home
Dec,11,ORL,104,LAC,106,Home
Dec,11,UTA,123,WAS,98,Away
Dec,11,SAC,103,CLE,117,Home
Dec,11,HOU,106,MEM,113,Home
Dec,11,CHI,92,MIA,118,Home
Dec,11,GSW,93,PHI,102,Home
Dec,11,DEN,127,SAS,112,Away
Dec,12,MIL,112,NYK,97,Away
Dec,12,BRK,116,DET,104,Away
Dec,12,DAL,103,OKC,84,Away
Dec,12,NOP,97,SAS,112,Home
Dec,12,MIN,116,POR,111,Away
Dec,12,ORL,94,LAL,106,Home
Dec,13,MIA,94,CLE,105,Home
Dec,13,GSW,102,IND,100,Away
Dec,13,SAC,101,TOR,124,Home
Dec,13,HOU,132,ATL,126,Away
Dec,13,MIL,103,BOS,117,Home
Dec,13,PHI,91,MEM,126,Home
Dec,13,CHO,96,DAL,120,Home
Dec,13,WAS,107,DEN,113,Home
Dec,13,PHO,95,LAC,111,Home
Dec,14,TOR,129,BRK,131,Home
Dec,14,GSW,105,NYK,96,Away
Dec,14,PHO,111,POR,107,Away
Dec,15,HOU,89,CLE,124,Home
Dec,15,ATL,111,ORL,99,Away
Dec,15,MIA,101,PHI,96,Away
Dec,15,LAL,107,DAL,104,Away
Dec,15,IND,99,MIL,114,Home
Dec,15,NOP,113,OKC,110,Away
Dec,15,CHO,131,SAS,115,Away
Dec,15,MIN,124,DEN,107,Away
Dec,15,MEM,113,POR,103,Away
Dec,15,WAS,105,SAC,119,Home
Dec,15,LAC,103,UTA,124,Home
Dec,16,DET,113,IND,122,Home
Dec,16,PHI,105,BRK,114,Home
Dec,16,NYK,116,HOU,103,Away
Dec,16,WAS,98,PHO,118,Home
Dec,17,MIA,115,ORL,105,Away
Dec,17,DEN,133,ATL,115,Away
Dec,17,GSW,111,BOS,107,Away
Dec,17,MIL,112,NOP,116,Home
Dec,17,SAS,128,UTA,126,Away
Dec,17,LAL,92,MIN,110,Home
Dec,17,CHO,116,POR,125,Home
Dec,17,MEM,124,SAC,105,Away
Dec,18,HOU,116,DET,107,Away
Dec,18,NYK,107,BOS,114,Home
Dec,18,ORL,100,BRK,93,Away
Dec,18,GSW,100,TOR,119,Home
Dec,18,LAC,103,OKC,104,Home
Dec,18,CLE,119,MIL,90,Away
Dec,18,WAS,109,UTA,103,Away
Dec,19,MIA,90,DET,100,Home
Dec,19,POR,105,MEM,100,Away
Dec,19,SAS,114,SAC,121,Home
Dec,19,LAL,110,CHI,115,Home
Dec,19,DAL,105,MIN,111,Home
Dec,19,CHO,106,PHO,137,Home
Dec,20,PHI,108,BOS,103,Away
Dec,20,HOU,118,CHI,133,Home
Dec,20,OKC,102,MEM,99,Away
Dec,20,CHO,102,UTA,112,Home
Dec,20,SAC,98,GSW,113,Home
Dec,20,SAS,116,LAC,92,Away
Dec,21,IND,96,MIA,125,Home
Dec,21,DET,91,NYK,105,Home
Dec,21,POR,97,NOP,111,Home
Dec,21,MIN,102,DAL,114,Home
Dec,21,PHO,108,LAL,90,Away
Dec,22,ORL,104,ATL,98,Away
Dec,22,CLE,101,BOS,111,Home
Dec,22,HOU,106,MIL,126,Home
Dec,22,DEN,94,OKC,108,Home
Dec,22,LAC,105,SAC,89,Away
Dec,23,HOU,106,IND,118,Home
Dec,23,NOP,110,ORL,104,Away
Dec,23,ATL,98,PHI,96,Away
Dec,23,DET,112,MIA,115,Home
Dec,23,WAS,124,NYK,117,Away
Dec,23,MIL,102,DAL,95,Away
Dec,23,CHO,115,DEN,107,Away
Dec,23,OKC,101,PHO,113,Home
Dec,23,MIN,116,UTA,128,Home
Dec,23,MEM,104,GSW,113,Home
Dec,23,SAS,138,LAL,110,Away
Dec,25,ATL,87,NYK,101,Home
Dec,25,BOS,113,MIL,117,Home
Dec,25,GSW,116,PHO,107,Away
Dec,25,BRK,122,LAL,115,Away
Dec,25,DAL,116,UTA,120,Home
Dec,26,ORL,83,MIA,93,Home
Dec,26,TOR,99,CLE,144,Home
Dec,26,MEM,127,SAC,102,Away
Dec,26,PHI,117,WAS,96,Away
Dec,26,NOP,112,OKC,117,Home
Dec,26,DET,109,SAS,144,Home
Dec,26,IND,105,CHI,113,Home
Dec,26,DEN,103,LAC,100,Away
Dec,27,HOU,99,CHO,123,Home
Dec,27,CHI,130,ATL,118,Away
Dec,27,BOS,103,MIN,108,Home
Dec,27,UTA,110,SAS,104,Away
Dec,27,MEM,114,PHO,113,Away
Dec,27,DAL,132,POR,117,Away
Dec,27,BRK,124,LAC,108,Away
Dec,28,MIL,127,ORL,110,Away
Dec,28,WAS,112,MIA,119,Home
Dec,28,PHI,114,TOR,109,Away
Dec,28,LAL,132,HOU,123,Away
Dec,28,NYK,96,MIN,88,Away
Dec,28,CLE,104,NOP,108,Home
Dec,28,DEN,89,GSW,86,Away
Dec,28,OKC,111,SAC,117,Home
Dec,29,NYK,94,DET,85,Away
Dec,29,CHO,116,IND,108,Away
Dec,29,LAC,91,BOS,82,Away
Dec,29,ATL,117,CHI,131,Home
Dec,29,LAL,99,MEM,104,Home
Dec,29,OKC,97,PHO,115,Home
Dec,29,UTA,120,POR,105,Away
Dec,29,DAL,94,SAC,95,Home
Dec,30,PHI,110,BRK,102,Away
Dec,30,MIL,136,ORL,118,Away
Dec,30,CLE,93,WAS,110,Home
Dec,31,PHO,108,BOS,123,Home
Dec,31,CHI,108,IND,106,Away
Dec,31,DAL,112,SAC,96,Away
Dec,31,MIA,120,HOU,110,Away
Dec,31,ATL,121,CLE,118,Away
Dec,31,LAC,108,TOR,116,Home
Dec,31,SAS,105,MEM,118,Home
Dec,31,NYK,80,OKC,95,Home
Dec,31,MIN,108,UTA,120,Home
Dec,31,POR,106,LAL,139,Home
Jan,1,NOP,113,MIL,136,Home
Jan,1,SAS,116,DET,117,Home
Jan,1,CHI,120,WAS,119,Away
Jan,1,LAC,120,BRK,116,Away
Jan,1,DEN,124,HOU,111,Away
Jan,1,GSW,123,UTA,116,Away
Jan,2,NYK,105,TOR,120,Home
Jan,2,ORL,111,BOS,116,Home
Jan,2,IND,104,CLE,108,Home
Jan,2,MIA,113,SAC,115,Home
Jan,2,PHO,133,CHO,99,Away
Jan,2,DAL,95,OKC,86,Away
Jan,2,MIN,103,LAL,108,Home
Jan,3,HOU,113,PHI,133,Home
Jan,3,CHO,121,WAS,124,Home
Jan,3,MEM,118,BRK,104,Away
Jan,3,ORL,98,CHI,102,Home
Jan,3,DET,115,MIL,106,Away
Jan,3,UTA,115,NOP,104,Away
Jan,3,DEN,89,DAL,103,Home
Jan,3,MIA,108,GSW,115,Home
Jan,3,ATL,131,POR,136,Home
Jan,3,MIN,122,LAC,104,Away
Jan,4,MEM,110,CLE,106,Away
Jan,4,SAS,104,TOR,129,Home
Jan,4,IND,94,NYK,104,Home
Jan,4,PHO,123,NOP,110,Away
Jan,4,SAC,114,LAL,122,Home
Jan,5,DET,111,CHO,140,Home
Jan,5,PHI,116,ORL,106,Away
Jan,5,HOU,114,WAS,111,Away
Jan,5,SAS,99,BOS,97,Away
Jan,5,GSW,82,DAL,99,Home
Jan,5,BRK,129,IND,121,Away
Jan,5,TOR,117,MIL,111,Away
Jan,5,OKC,90,MIN,98,Home
Jan,5,UTA,115,DEN,109,Away
Jan,5,MIA,115,POR,109,Away
Jan,5,ATL,108,SAC,102,Away
Jan,6,BOS,105,NYK,108,Home
Jan,6,DET,88,MEM,118,Home
Jan,6,GSW,96,NOP,101,Home
Jan,6,LAC,89,PHO,106,Home
Jan,7,SAS,100,PHI,119,Home
Jan,7,MIL,121,BRK,109,Away
Jan,7,UTA,108,TOR,122,Home
Jan,7,WAS,122,CHI,130,Home
Jan,7,DAL,130,HOU,106,Away
Jan,7,MIN,135,OKC,105,Away
Jan,7,SAC,111,DEN,121,Home
Jan,7,ATL,118,LAL,134,Home
Jan,7,CLE,114,POR,101,Away
Jan,8,MEM,123,LAC,108,Away
Jan,8,MIL,106,CHO,114,Home
Jan,8,ORL,92,DET,97,Home
Jan,8,UTA,113,IND,125,Home
Jan,8,NYK,75,BOS,99,Home
Jan,8,MIA,123,PHO,100,Away
Jan,9,SAS,119,BRK,121,Home
Jan,9,ATL,93,LAC,106,Home
Jan,9,WAS,102,ORL,100,Away
Jan,9,NOP,101,TOR,105,Home
Jan,9,MIN,141,HOU,123,Away
Jan,9,DEN,99,OKC,95,Away
Jan,9,CHI,99,DAL,113,Home
Jan,9,CLE,82,GSW,96,Home
Jan,9,SAC,88,POR,103,Home
Jan,9,MEM,127,LAL,119,Away
Jan,10,MIL,99,CHO,103,Home
Jan,10,UTA,116,DET,126,Home
Jan,10,IND,98,BOS,101,Home
Jan,10,SAS,96,NYK,111,Home
Jan,10,PHI,111,HOU,91,Away
Jan,10,BRK,108,POR,114,Home
Jan,10,CLE,109,SAC,108,Away
Jan,11,OKC,118,WAS,122,Home
Jan,11,PHO,99,TOR,95,Away
Jan,11,DET,87,CHI,133,Home
Jan,11,GSW,108,MEM,116,Home
Jan,11,MIN,125,NOP,128,Home
Jan,11,DEN,85,LAC,87,Home
Jan,12,BOS,119,IND,100,Away
Jan,12,CHO,109,PHI,98,Away
Jan,12,ORL,106,WAS,112,Home
Jan,12,MIA,115,ATL,91,Away
Jan,12,DAL,85,NYK,108,Home
Jan,12,HOU,128,SAS,124,Away
Jan,12,CLE,111,UTA,91,Away
Jan,12,BRK,138,CHI,112,Away
Jan,12,LAL,116,SAC,125,Home
Jan,13,GSW,99,MIL,118,Home
Jan,13,MIN,108,MEM,116,Home
Jan,13,LAC,89,NOP,113,Home
Jan,13,OKC,130,BRK,109,Away
Jan,13,POR,108,DEN,140,Home
Jan,14,ORL,116,CHO,109,Away
Jan,14,TOR,87,DET,103,Home
Jan,14,PHO,112,IND,94,Away
Jan,14,BOS,99,PHI,111,Home
Jan,14,GSW,138,CHI,96,Away
Jan,14,ATL,118,MIA,124,Home
Jan,14,CLE,114,SAS,109,Away
Jan,14,DAL,112,MEM,85,Away
Jan,14,HOU,114,SAC,126,Home
Jan,15,TOR,103,MIL,96,Away
Jan,15,POR,115,WAS,110,Away
Jan,15,NYK,117,ATL,108,Away
Jan,15,NOP,105,BRK,120,Home
Jan,15,PHI,109,MIA,98,Away
Jan,15,CLE,107,OKC,102,Away
Jan,15,CHI,112,BOS,114,Home
Jan,15,LAC,94,SAS,101,Home
Jan,15,LAL,96,DEN,133,Home
Jan,15,ORL,92,DAL,108,Home
Jan,16,PHO,135,DET,108,Away
Jan,16,HOU,118,SAC,112,Away
Jan,16,UTA,125,DEN,102,Away
Jan,16,GSW,99,MIN,119,Home
Jan,17,NOP,92,BOS,104,Home
Jan,17,CHO,97,NYK,87,Away
Jan,17,PHI,98,WAS,117,Home
Jan,17,BRK,107,CLE,114,Home
Jan,17,IND,133,LAC,139,Home
Jan,17,CHI,106,MEM,119,Home
Jan,17,MIL,114,ATL,121,Home
Jan,17,POR,98,ORL,88,Away
Jan,17,TOR,99,MIA,104,Home
Jan,17,OKC,102,DAL,104,Home
Jan,17,PHO,121,SAS,107,Away
Jan,17,UTA,95,LAL,101,Home
Jan,18,MIN,112,NYK,110,Away
Jan,18,DET,86,GSW,102,Home
Jan,19,ORL,110,PHI,123,Home
Jan,19,BRK,119,WAS,118,Away
Jan,19,MIN,122,ATL,134,Home
Jan,19,CHO,111,BOS,102,Away
Jan,19,POR,92,MIA,104,Home
Jan,19,CLE,104,CHI,117,Home
Jan,19,MEM,114,MIL,126,Home
Jan,19,TOR,98,DAL,102,Home
Jan,19,OKC,96,SAS,118,Home
Jan,19,HOU,116,UTA,111,Away
