Month,Day,Away,Away_Pts,Home,Home_Pts,Game_Outcome
Dec,22,GSW,99,BRK,125,Home
Dec,22,LAC,116,LAL,109,Away
Dec,23,CHO,114,CLE,121,Home
Dec,23,NYK,107,IND,121,Home
Dec,23,MIA,107,ORL,113,Home
Dec,23,WAS,107,PHI,113,Home
Dec,23,NOP,113,TOR,99,Away
Dec,23,MIL,121,BOS,122,Home
Dec,23,ATL,124,CHI,104,Away
Dec,23,SAS,131,MEM,119,Away
Dec,23,DET,101,MIN,111,Home
Dec,23,SAC,124,DEN,122,Away
Dec,23,UTA,120,POR,100,Away
Dec,23,DAL,102,PHO,106,Home
Dec,25,NOP,98,MIA,111,Home
Dec,25,GSW,99,MIL,138,Home
Dec,25,BRK,123,BOS,95,Away
Dec,25,DAL,115,LAL,138,Home
Dec,25,LAC,121,DEN,108,Away
Dec,26,ATL,122,MEM,112,Away
Dec,26,OKC,109,CHO,107,Away
Dec,26,CLE,128,DET,119,Away
Dec,26,ORL,130,WAS,120,Away
Dec,26,PHI,109,NYK,89,Away
Dec,26,IND,125,CHI,106,Away
Dec,26,TOR,114,SAS,119,Home
Dec,26,MIN,116,UTA,111,Away
Dec,26,HOU,126,POR,128,Home
Dec,26,PHO,103,SAC,106,Home
Dec,27,DAL,124,LAC,73,Away
Dec,27,SAS,95,NOP,98,Home
Dec,27,ORL,120,WAS,113,Away
Dec,27,BRK,104,CHO,106,Home
Dec,27,PHI,94,CLE,118,Home
Dec,27,MIL,110,NYK,130,Home
Dec,27,BOS,107,IND,108,Home
Dec,27,GSW,129,CHI,128,Away
Dec,27,PHO,116,SAC,100,Away
Dec,27,MIN,91,LAL,127,Home
Dec,28,MEM,116,BRK,111,Away
Dec,28,DET,120,ATL,128,Home
Dec,28,UTA,110,OKC,109,Away
Dec,28,HOU,111,DEN,124,Home
Dec,28,POR,115,LAL,107,Away
Dec,29,NYK,95,CLE,86,Away
Dec,29,GSW,116,DET,106,Away
Dec,29,BOS,116,IND,111,Away
Dec,29,CHI,115,WAS,107,Away
Dec,29,TOR,93,PHI,100,Home
Dec,29,MIL,144,MIA,97,Away
Dec,29,ORL,118,OKC,107,Away
Dec,29,NOP,86,PHO,111,Home
Dec,29,DEN,115,SAC,125,Home
Dec,29,MIN,101,LAC,124,Home
Dec,30,MIL,108,MIA,119,Home
Dec,30,ATL,141,BRK,145,Home
Dec,30,MEM,107,BOS,126,Home
Dec,30,CHO,118,DAL,99,Away
Dec,30,LAL,121,SAS,107,Away
Dec,30,POR,105,LAC,128,Home
Dec,31,CLE,99,IND,119,Home
Dec,31,CHI,133,WAS,130,Away
Dec,31,PHI,116,ORL,92,Away
Dec,31,SAC,119,HOU,122,Home
Dec,31,NYK,83,TOR,100,Home
Dec,31,NOP,113,OKC,80,Away
Dec,31,PHO,106,UTA,95,Away
Jan,1,MEM,108,CHO,93,Away
Jan,1,MIA,83,DAL,93,Home
Jan,1,BOS,93,DET,96,Home
Jan,1,ATL,114,BRK,96,Away
Jan,1,CHI,96,MIL,126,Home
Jan,1,WAS,130,MIN,109,Away
Jan,1,LAL,109,SAS,103,Away
Jan,1,PHO,106,DEN,103,Away
Jan,1,LAC,100,UTA,106,Home
Jan,1,POR,123,GSW,98,Away
Jan,2,SAC,94,HOU,102,Home
Jan,2,NYK,106,IND,102,Away
Jan,2,OKC,108,ORL,99,Away
Jan,2,CHO,112,PHI,127,Home
Jan,2,CLE,96,ATL,91,Away
Jan,2,TOR,116,NOP,120,Home
Jan,3,BOS,122,DET,120,Away
Jan,3,WAS,123,BRK,122,Away
Jan,3,LAL,108,MEM,94,Away
Jan,3,DEN,124,MIN,109,Away
Jan,3,UTA,130,SAS,109,Away
Jan,3,DAL,108,CHI,118,Home
Jan,3,LAC,112,PHO,107,Away
Jan,3,POR,122,GSW,137,Home
Jan,4,CLE,83,ORL,103,Home
Jan,4,CHO,101,PHI,118,Home
Jan,4,NYK,113,ATL,108,Away
Jan,4,OKC,90,MIA,118,Home
Jan,4,BOS,126,TOR,114,Away
Jan,4,DAL,113,HOU,100,Away
Jan,4,DET,115,MIL,125,Home
Jan,4,IND,118,NOP,116,Away
Jan,4,SAC,106,GSW,137,Home
Jan,5,UTA,96,BRK,130,Home
Jan,5,LAL,94,MEM,92,Away
Jan,5,MIN,116,DEN,123,Home
Jan,5,SAS,116,LAC,113,Away
Jan,5,CHI,111,POR,108,Away
Jan,6,HOU,107,IND,114,Home
Jan,6,CLE,94,ORL,105,Home
Jan,6,WAS,136,PHI,141,Home
Jan,6,CHO,102,ATL,94,Away
Jan,6,BOS,107,MIA,105,Away
Jan,6,UTA,100,NYK,112,Home
Jan,6,DET,115,MIL,130,Home
Jan,6,OKC,111,NOP,110,Away
Jan,6,TOR,115,PHO,123,Home
Jan,6,LAC,108,GSW,101,Away
Jan,6,CHI,124,SAC,128,Home
Jan,7,PHI,109,BRK,122,Home
Jan,7,CLE,94,MEM,90,Away
Jan,7,DAL,124,DEN,117,Away
Jan,7,SAS,118,LAL,109,Away
Jan,7,MIN,117,POR,135,Home
Jan,8,PHO,105,DET,110,Home
Jan,8,WAS,107,BOS,116,Home
Jan,8,CHO,118,NOP,110,Away
Jan,8,OKC,101,NYK,89,Away
Jan,8,ORL,90,HOU,132,Home
Jan,8,BRK,110,MEM,115,Home
Jan,8,UTA,131,MIL,118,Away
Jan,8,LAC,105,GSW,115,Home
Jan,8,CHI,115,LAL,117,Home
Jan,8,TOR,144,SAC,123,Away
Jan,9,DEN,115,PHI,103,Away
Jan,9,ATL,105,CHO,113,Home
Jan,9,PHO,125,IND,117,Away
Jan,9,MIA,128,WAS,124,Away
Jan,9,CLE,90,MIL,100,Home
Jan,9,SAS,125,MIN,122,Away
Jan,9,ORL,98,DAL,112,Home
Jan,9,POR,125,SAC,99,Away
Jan,10,UTA,96,DET,86,Away
Jan,10,CHI,127,LAC,130,Home
Jan,10,OKC,129,BRK,116,Away
Jan,10,DEN,114,NYK,89,Away
Jan,10,LAL,120,HOU,102,Away
Jan,10,SAS,88,MIN,96,Home
Jan,10,TOR,105,GSW,106,Home
Jan,11,NYK,88,CHO,109,Home
Jan,11,MEM,101,CLE,91,Away
Jan,11,MIL,121,ORL,99,Away
Jan,11,PHO,107,WAS,128,Home
Jan,11,PHI,94,ATL,112,Home
Jan,11,TOR,111,POR,112,Home
Jan,11,IND,122,SAC,127,Home
Jan,12,MIA,134,PHI,137,Home
Jan,12,DEN,116,BRK,122,Home
Jan,12,UTA,117,CLE,87,Away
Jan,12,LAL,117,HOU,100,Away
Jan,12,SAS,112,OKC,102,Away
Jan,12,IND,104,GSW,95,Away
Jan,13,DAL,104,CHO,93,Away
Jan,13,MIL,110,DET,101,Away
Jan,13,BRK,116,NYK,109,Away
Jan,13,MEM,118,MIN,107,Away
Jan,13,LAL,128,OKC,99,Away
Jan,13,NOP,106,LAC,111,Home
Jan,13,POR,132,SAC,126,Away
Jan,14,MIA,108,PHI,125,Home
Jan,14,HOU,109,SAS,105,Away
Jan,14,CHO,108,TOR,111,Home
Jan,14,GSW,104,DEN,114,Home
Jan,14,IND,111,POR,87,Away
Jan,15,ORL,97,BOS,124,Home
Jan,15,NYK,103,CLE,106,Home
Jan,15,DAL,109,MIL,112,Home
Jan,15,CHI,125,OKC,127,Home
Jan,15,ATL,92,UTA,116,Home
Jan,15,NOP,95,LAL,112,Home
Jan,15,LAC,138,SAC,100,Away
Jan,16,HOU,91,SAS,103,Home
Jan,16,ORL,115,BRK,122,Home
Jan,16,CHO,113,TOR,116,Home
Jan,16,PHI,104,MEM,106,Home
Jan,16,DET,120,MIA,100,Away
Jan,16,ATL,106,POR,112,Home
Jan,17,NYK,105,BOS,75,Away
Jan,17,CHI,117,DAL,101,Away
Jan,17,UTA,109,DEN,105,Away
Jan,17,NOP,128,SAC,123,Away
Jan,17,IND,96,LAC,129,Home
Jan,18,ORL,84,NYK,91,Home
Jan,18,MIN,97,ATL,108,Home
Jan,18,SAS,125,POR,104,Away
Jan,18,PHO,104,MEM,108,Home
Jan,18,MIL,123,BRK,125,Home
Jan,18,DAL,93,TOR,116,Home
Jan,18,HOU,120,CHI,125,Home
Jan,18,DET,107,MIA,113,Home
Jan,18,GSW,115,LAL,113,Away
Jan,19,OKC,101,DEN,119,Home
Jan,19,NOP,102,UTA,118,Home
Jan,20,BRK,135,CLE,147,Home
Jan,20,DAL,124,IND,112,Away
Jan,20,BOS,109,PHI,117,Home
Jan,20,DET,115,ATL,123,Home
Jan,20,MIA,111,TOR,102,Away
Jan,20,ORL,97,MIN,96,Away
Jan,20,PHO,109,HOU,103,Away
Jan,20,SAS,99,GSW,121,Home
Jan,20,SAC,96,LAC,115,Home
Jan,21,LAL,113,MIL,106,Away
Jan,21,NYK,119,GSW,104,Away
Jan,21,NOP,118,UTA,129,Home
Jan,22,CHI,123,CHO,110,Away
Jan,22,HOU,103,DET,102,Away
Jan,22,ORL,118,IND,120,Home
Jan,22,BRK,113,CLE,125,Home
Jan,22,BOS,110,PHI,122,Home
Jan,22,MIA,81,TOR,101,Home
Jan,22,ATL,116,MIN,98,Away
Jan,22,DAL,122,SAS,117,Away
Jan,22,OKC,106,LAC,120,Home
Jan,22,DEN,130,PHO,126,Away
Jan,22,NYK,94,SAC,103,Home
Jan,23,MIA,124,BRK,128,Home
Jan,23,PHI,114,DET,110,Away
Jan,23,NOP,110,MIN,120,Home
Jan,23,LAL,101,CHI,90,Away
Jan,23,HOU,133,DAL,108,Away
Jan,23,DEN,120,PHO,112,Away
Jan,23,GSW,108,UTA,127,Home
Jan,24,TOR,107,IND,102,Away
Jan,24,OKC,100,LAC,108,Home
Jan,24,CLE,103,BOS,141,Home
Jan,24,CHO,107,ORL,104,Away
Jan,24,ATL,115,MIL,129,Home
Jan,24,WAS,101,SAS,121,Home
Jan,24,NYK,113,POR,116,Home
Jan,25,PHI,104,DET,119,Home
Jan,25,TOR,114,IND,129,Home
Jan,25,CHO,108,ORL,117,Home
Jan,25,MIA,85,BRK,98,Home
Jan,25,LAL,115,CLE,108,Away
Jan,25,DEN,117,DAL,113,Away
Jan,25,BOS,119,CHI,103,Away
Jan,25,MIN,108,GSW,130,Home
Jan,25,OKC,125,POR,122,Away
Jan,26,LAC,99,ATL,108,Home
Jan,26,WAS,88,HOU,107,Home
Jan,26,NYK,94,UTA,108,Home
Jan,27,IND,116,CHO,106,Away
Jan,27,DET,107,CLE,122,Home
Jan,27,SAC,121,ORL,107,Away
Jan,27,BRK,132,ATL,128,Away
Jan,27,DEN,109,MIA,82,Away
Jan,27,LAL,106,PHI,107,Home
Jan,27,MIL,115,TOR,108,Away
Jan,27,BOS,106,SAS,110,Home
Jan,27,WAS,106,NOP,124,Home
Jan,27,OKC,102,PHO,97,Away
Jan,27,DAL,104,UTA,116,Home
Jan,27,MIN,111,GSW,123,Home
Jan,28,POR,101,HOU,104,Home
Jan,28,LAL,92,DET,107,Home
Jan,28,LAC,109,MIA,105,Away
Jan,28,GSW,93,PHO,114,Home
Jan,29,IND,105,CHO,108,Home
Jan,29,ATL,116,WAS,100,Away
Jan,29,MIL,126,NOP,131,Home
Jan,29,CLE,81,NYK,102,Home
Jan,29,SAC,126,TOR,124,Away
Jan,29,PHI,118,MIN,94,Away
Jan,29,BRK,147,OKC,125,Away
Jan,29,LAC,116,ORL,90,Away
Jan,29,DEN,109,SAS,119,Home
Jan,29,DAL,101,UTA,120,Home
Jan,30,POR,123,CHI,122,Away
Jan,30,MIL,114,CHO,126,Home
Jan,30,SAC,104,MIA,105,Home
Jan,30,HOU,126,NOP,112,Away
Jan,30,LAL,96,BOS,95,Away
Jan,30,MEM,129,SAS,112,Away
Jan,30,PHO,111,DAL,105,Away
Jan,30,DET,91,GSW,118,Home
Jan,31,LAC,129,NYK,115,Away
Jan,31,UTA,117,DEN,128,Home
Jan,31,PHI,119,IND,110,Away
Jan,31,ORL,102,TOR,115,Home
Jan,31,BRK,146,WAS,149,Home
Jan,31,CLE,104,MIN,109,Home
Feb,1,LAL,107,ATL,99,Away
Feb,1,CHO,129,MIA,121,Away
Feb,1,NYK,102,CHI,110,Home
Feb,1,MIN,98,CLE,100,Home
Feb,1,POR,106,MIL,134,Home
Feb,1,SAC,118,NOP,109,Away
Feb,1,HOU,136,OKC,106,Away
Feb,1,PHO,109,DAL,108,Away
Feb,1,MEM,133,SAS,102,Away
Feb,2,TOR,123,ORL,108,Away
Feb,2,LAC,120,BRK,124,Home
Feb,2,MEM,116,IND,134,Home
Feb,2,POR,132,WAS,121,Away
Feb,2,BOS,111,GSW,107,Away
Feb,2,DET,105,UTA,117,Home
Feb,3,PHI,118,CHO,111,Away
Feb,3,IND,110,MIL,130,Home
Feb,3,DAL,122,ATL,116,Away
Feb,3,NYK,107,CHI,103,Away
Feb,3,LAC,121,CLE,99,Away
Feb,3,WAS,103,MIA,100,Away
Feb,3,HOU,87,OKC,104,Home
Feb,3,MIN,108,SAS,111,Home
Feb,3,PHO,101,NOP,123,Home
Feb,3,BOS,111,SAC,116,Home
Feb,4,UTA,112,ATL,91,Away
Feb,4,GSW,147,DAL,116,Away
Feb,4,POR,121,PHI,105,Away
Feb,4,HOU,115,MEM,103,Away
Feb,4,DEN,93,LAL,114,Home
Feb,5,NOP,114,IND,113,Away
Feb,5,CHI,119,ORL,123,Home
Feb,5,TOR,123,BRK,117,Away
Feb,5,MIL,123,CLE,105,Away
Feb,5,UTA,138,CHO,121,Away
Feb,5,WAS,95,MIA,122,Home
Feb,5,MIN,106,OKC,103,Away
Feb,5,DET,92,PHO,109,Home
Feb,5,BOS,119,LAC,115,Away
Feb,6,POR,99,NYK,110,Home
Feb,6,DEN,114,SAC,119,Home
Feb,6,CHI,118,ORL,92,Away
Feb,6,TOR,121,ATL,132,Home
Feb,6,MIL,124,CLE,99,Away
Feb,6,SAS,111,HOU,106,Away
Feb,6,MIN,118,OKC,120,Home
Feb,6,BRK,108,PHI,124,Home
Feb,6,GSW,132,DAL,134,Home
Feb,6,MEM,109,NOP,118,Home
Feb,6,DET,129,LAL,135,Home
Feb,7,WAS,97,CHO,119,Home
Feb,7,UTA,103,IND,95,Away
Feb,7,MIA,109,NYK,103,Away
Feb,7,BOS,91,PHO,100,Home
Feb,7,SAC,113,LAC,110,Away
Feb,8,HOU,94,CHO,119,Home
Feb,8,WAS,105,CHI,101,Away
Feb,8,TOR,128,MEM,113,Away
Feb,8,MIN,122,DAL,127,Home
Feb,8,GSW,100,SAS,105,Home
Feb,8,CLE,113,PHO,119,Home
Feb,8,MIL,125,DEN,112,Away
Feb,8,OKC,112,LAL,119,Home
Feb,9,BRK,111,DET,122,Home
Feb,9,NYK,96,MIA,98,Home
Feb,9,HOU,101,NOP,130,Home
Feb,9,GSW,114,SAS,91,Away
Feb,9,ORL,97,POR,106,Home
Feb,9,PHI,119,SAC,111,Away
Feb,9,BOS,108,UTA,122,Home
Feb,10,TOR,137,WAS,115,Away
Feb,10,ATL,117,DAL,118,Home
Feb,10,IND,94,BRK,104,Home
Feb,10,CHO,114,MEM,130,Home
Feb,10,LAC,119,MIN,112,Away
Feb,10,NOP,116,CHI,129,Home
Feb,10,CLE,95,DEN,133,Home
Feb,10,OKC,113,LAL,114,Home
Feb,10,MIL,124,PHO,125,Home
Feb,11,TOR,106,BOS,120,Home
Feb,11,MIA,101,HOU,94,Away
Feb,11,IND,111,DET,95,Away
Feb,11,ORL,105,GSW,111,Home
Feb,11,PHI,114,POR,118,Home
Feb,12,MIN,114,CHO,120,Home
Feb,12,NYK,109,WAS,91,Away
Feb,12,SAS,125,ATL,114,Away
Feb,12,NOP,130,DAL,143,Home
Feb,12,DET,108,BOS,102,Away
Feb,12,LAC,125,CHI,106,Away
Feb,12,OKC,95,DEN,97,Home
Feb,12,MIL,115,UTA,129,Home
Feb,12,MEM,105,LAL,115,Home
Feb,12,CLE,110,POR,129,Home
Feb,12,ORL,123,SAC,112,Away
Feb,13,PHI,111,PHO,120,Home
Feb,13,IND,125,ATL,113,Away
Feb,13,HOU,99,NYK,121,Home
Feb,13,BRK,134,GSW,117,Away
Feb,13,MIA,94,UTA,112,Home
Feb,14,BOS,91,WAS,104,Home
Feb,14,SAS,122,CHO,110,Away
Feb,14,NOP,112,DET,123,Home
Feb,14,MIN,116,TOR,112,Away
Feb,14,POR,121,DAL,118,Away
Feb,14,MIL,109,OKC,114,Home
Feb,14,ORL,90,PHO,109,Home
Feb,14,LAL,105,DEN,122,Home
Feb,14,CLE,111,LAC,128,Home
Feb,14,MEM,124,SAC,110,Away
Feb,15,CHI,120,IND,112,Away
Feb,15,HOU,119,WAS,131,Home
Feb,15,ATL,112,NYK,123,Home
Feb,15,PHI,123,UTA,134,Home
Feb,15,CLE,98,GSW,129,Home
Feb,15,MIA,118,LAC,125,Home
Feb,15,BRK,136,SAC,125,Away
Feb,16,DEN,99,BOS,112,Home
Feb,16,NOP,144,MEM,113,Away
Feb,16,TOR,124,MIL,113,Away
Feb,16,LAL,112,MIN,104,Away
Feb,16,POR,115,OKC,104,Away
Feb,16,BRK,128,PHO,124,Away
Feb,17,NYK,89,ORL,107,Home
Feb,17,ATL,122,BOS,114,Away
Feb,17,HOU,113,PHI,118,Home
Feb,17,DET,102,CHI,105,Home
Feb,17,IND,134,MIN,128,Away
Feb,17,DEN,128,WAS,130,Home
Feb,17,OKC,113,MEM,122,Home
Feb,17,POR,126,NOP,124,Away
Feb,17,MIA,112,GSW,120,Home
Feb,17,UTA,114,LAC,96,Away
Feb,18,TOR,110,MIL,96,Away
Feb,18,BRK,109,LAL,98,Away
Feb,18,MIA,118,SAC,110,Away
Feb,19,DEN,120,CLE,103,Away
Feb,19,GSW,120,ORL,124,Home
Feb,19,ATL,109,BOS,121,Home
Feb,19,CHI,105,PHI,112,Home
Feb,19,DET,95,MEM,109,Home
Feb,19,OKC,85,MIL,98,Home
Feb,19,PHO,132,NOP,114,Away
Feb,19,TOR,86,MIN,81,Away
Feb,19,UTA,112,LAC,116,Home
Feb,20,GSW,100,CHO,102,Home
Feb,20,MIA,96,LAL,94,Away
Feb,20,SAC,114,CHI,122,Home
Feb,20,PHO,128,MEM,97,Away
Feb,20,WAS,118,POR,111,Away
Feb,21,BOS,115,NOP,120,Home
Feb,21,OKC,117,CLE,101,Away
Feb,21,MIN,99,NYK,103,Home
Feb,21,DET,96,ORL,105,Home
Feb,21,PHI,103,TOR,110,Home
Feb,21,DEN,115,ATL,123,Home
Feb,21,BRK,112,LAC,108,Away
Feb,21,SAC,115,MIL,128,Home
Feb,22,CHI,120,HOU,100,Away
Feb,22,MEM,92,DAL,102,Home
Feb,22,MIA,108,OKC,94,Away
Feb,22,POR,100,PHO,132,Home
Feb,22,CHO,110,UTA,132,Home
Feb,22,WAS,127,LAL,124,Away
Feb,23,ATL,111,CLE,112,Home
